"DOTA_Tooltip_ability_imba_abaddon_death_coil"       "迷雾缠绕"
"DOTA_Tooltip_ability_imba_ursa_earthshock"       "震撼大地"
"DOTA_Tooltip_ability_imba_ursa_earthshock_Description"       "111"
"DOTA_Tooltip_ability_imba_ursa_overpower"       "超强力量"
"DOTA_Tooltip_ability_imba_ursa_overpower_Description"       "111"
"DOTA_Tooltip_ability_imba_ursa_fury_swipes"       "怒意狂击"
"DOTA_Tooltip_ability_imba_ursa_fury_swipes_Description"       "111"
"DOTA_Tooltip_ability_imba_ursa_enrage"       "激怒"
"DOTA_Tooltip_ability_imba_ursa_enrage_Description"       "111"
"DOTA_Tooltip_ability_imba_ursa_territorial_hunter_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_ursa_8_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_magic_missile"       "魔法箭"
"DOTA_Tooltip_ability_imba_vengefulspirit_magic_missile_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_wave_of_terror"       "恐怖波动"
"DOTA_Tooltip_ability_imba_vengefulspirit_wave_of_terror_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_command_aura"       "复仇光环"
"DOTA_Tooltip_ability_imba_vengefulspirit_command_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_command_aura_723_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_rancor_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_nether_swap"       "移形换位"
"DOTA_Tooltip_ability_imba_vengefulspirit_nether_swap_Description"       "111"
"DOTA_Tooltip_ability_imba_vengefulspirit_swap_back_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_command_aura_illusion_casts_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_vengefulspirit_command_aura_attributes_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_venomous_gale"       "瘴气"
"DOTA_Tooltip_ability_imba_venomancer_venomous_gale_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_poison_sting"       "毒刺"
"DOTA_Tooltip_ability_imba_venomancer_poison_sting_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_plague_ward"       "瘟疫守卫"
"DOTA_Tooltip_ability_imba_venomancer_plague_ward_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_plague_ward_v2_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_toxicity_Description"       "111"
"DOTA_Tooltip_ability_imba_venomancer_poison_nova"       "剧毒新星"
"DOTA_Tooltip_ability_imba_venomancer_poison_nova_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_venomous_gale_plague_wards_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_poison_sting_slow_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_plague_ward_upgrade_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_venomancer_poison_nova_radius_Description"       "111"
"DOTA_Tooltip_ability_imba_empress_eleven_curses_Description"       "111"
"DOTA_Tooltip_ability_imba_empress_hellbolt_Description"       "111"
"DOTA_Tooltip_ability_imba_empress_royal_wrath_Description"       "111"
"DOTA_Tooltip_ability_imba_empress_ambient_effects_Description"       "111"
"DOTA_Tooltip_ability_imba_empress_hurl_through_hell_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_empress_royal_wrath_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_roshan_diretide_force_wave_Description"       "111"
"DOTA_Tooltip_ability_imba_roshan_ai_diretide_Description"       "111"
"DOTA_Tooltip_ability_imba_roshan_diretide_apocalypse_Description"       "111"
"DOTA_Tooltip_ability_imba_roshan_diretide_summon_roshlings_Description"       "111"
"DOTA_Tooltip_ability_imba_sly_king_burrow_blast_Description"       "111"
"DOTA_Tooltip_ability_imba_sly_king_frost_gale_Description"       "111"
"DOTA_Tooltip_ability_imba_sly_king_frozen_skin_Description"       "111"
"DOTA_Tooltip_ability_imba_sly_king_hypothermic_wisdom_Description"       "111"
"DOTA_Tooltip_ability_imba_sly_king_winterbringer_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_unique_sly_king_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_unique_sly_king_2_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_antipode_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_heatwave_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_cold_front_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_scorch_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_freeze_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_jet_blaze_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_ice_floes_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_living_flame_Description"       "111"
"DOTA_Tooltip_ability_imba_scaldris_absolute_zero_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sohei_wholeness_allycast_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sohei_wholeness_of_body_heal_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sohei_momentum_duration_Description"       "111"
"DOTA_Tooltip_ability_imba_mars_arena_of_blood_enhance_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_clinkz_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_drow_ranger_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_life_stealer_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_riki_Description"       "111"
"DOTA_Tooltip_ability_imba_form_change_obsidian_destroyer_Description"       "111"
"DOTA_Tooltip_ability_imba_mudgolem_cloak_aura_Description"       "111"
